NCOLS	140
NROWS	60
XLLCORNER	3
YLLCORNER	53
CELLSIZE	0.05
NODATA_VALUE	-9999.0
1	0	0	0	0	9	7	6	3	4	13	13	11	3	0	2	5	9	4	22	8	13	10	60	33	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	21	18	3	6	5	12	8	12	12	16	9	4	3	6	0	26	1	14	7	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	4	6	4	17	12	12	3	3	0	2	3	2	9	6	4	1	0	1	1	18	3	20	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	2	1	3	0	0	0	6	1	0	1	18	2	6	11	8	1	3	3	1	13	22	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	2	1	0	0	0	0	0	7	2	2	23	1	4	5	23	6	4	4	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	20	1	0	0	0	0	0	0	9	7	9	6	0	8	27	18	15	17	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	47	12	4	2	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	6	1	0	1	1	12	2	1	33	11	21	2	0	17	12	20	10	9	6	2	1	32	10	0	0	0	0	0	0	0	0	0	0	0	1	86	36	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	4	0	1	1	2	25	8	17	6	4	14	8	4	3	12	17	20	10	17	6	2	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	21	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	10	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	6	5	1	2	1	9	13	6	7	25	25	2	6	3	6	28	49	30	23	10	12	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	37	16	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	27	62	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	8	8	13	7	12	9	14	6	5	10	12	9	18	13	7	13	17	13	30	27	21	15	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	695	412	184	110	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7	12	9	16	16	20	10	10	10	6	3	5	8	8	11	5	4	5	6	3	5	10	21	22	9	3	0	2	0	0	2	10	13	6	2	0	2	2	4	1	0	0	0	0	0	1	0	0	3	3	2	2	2	5	12	18	33	28	28	2	1	0	0	0	0	0	0	0	0	1	3	4	592	1209	666	80	111	7	11	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	0	0	0
10	7	3	6	3	4	0	2	3	2	0	0	4	2	4	1	0	3	2	1	7	3	8	3	8	4	12	14	5	7	10	7	9	13	9	4	3	4	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	3	13	32	39	21	40	59	121	139	103	105	144	204	685	1083	665	312	43	34	21	94	54	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	8	0	16	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	33	75	0	0	0
4	3	1	0	1	0	3	3	0	0	0	0	0	2	4	19	18	10	3	3	8	2	7	2	8	4	0	0	1	6	8	15	22	12	20	15	11	11	7	10	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	3	3	5	21	74	251	417	739	868	615	903	73	31	19	20	63	81	154	4	0	0	9	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	10	41	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	9	3	2	1	12	2	4	0	1	3	1	2	3	3	18	16	10	22	7	0	2	0	2	0	4	6	6	1	0	8	0	0	0	0	11	8	10	23	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	38	70	257	333	466	542	361	279	303	525	449	403	367	451	329	36	41	107	122	143	16	4	0	115	12	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	35	29	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	14	2	5	1	0	6	4	26	3	6	2	2	8	3	11	1	15	2	2	4	1	0	3	0	0	10	3	10	5	17	9	0	5	0	3	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	25	7	27	39	148	128	184	290	326	298	655	754	930	997	496	337	409	649	594	269	259	405	362	61	40	302	179	40	1	0	0	0	1	0	0	41	124	232	240	123	21	44	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
15	38	11	2	9	6	11	3	0	0	1	0	0	0	0	5	0	6	4	1	1	0	0	0	0	0	5	6	27	19	26	4	4	4	4	13	25	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	11	12	62	29	80	227	83	86	175	271	419	506	790	1031	971	789	842	874	551	118	55	19	1	0	0	0	0	0	80	231	202	240	42	132	192	146	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	27	13	23	72	4	0	0	1	3	0	0	0	0	0	0	0	1	14	2	1	0	0	0	0	0	1	4	11	2	1	9	9	10	3	15	7	6	8	1	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	8	5	1	12	6	3	5	10	15	10	14	32	80	128	159	217	139	148	258	660	392	256	131	22	8	3	1	0	49	491	131	289	561	466	292	28	38	16	0	0	0	0	20	38	33	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
11	27	45	41	14	4	5	7	0	1	6	4	8	2	2	5	1	31	1	0	0	0	0	0	0	0	0	0	2	10	5	27	10	21	16	21	7	0	9	15	12	4	1	0	2	22	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	6	1	0	1	8	7	5	8	10	22	32	34	34	53	71	70	62	36	38	34	30	29	170	177	169	130	128	225	48	63	0	1	0	0	2	98	47	15	32	6	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	11	6	10	8	2	2	0	0	0	4	1	1	3	2	0	0	1	2	1	2	2	0	0	0	0	2	0	9	11	7	8	14	4	13	14	21	14	3	11	14	18	15	7	3	7	5	19	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	5	7	1	4	3	2	3	1	0	0	0	2	30	65	65	98	169	155	125	92	110	279	389	35	4	0	0	0	70	46	372	54	23	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	5	1	0	1	5	0	0	10	0	7	2	11	9	0	0	0	0	1	2	1	5	13	6	1	2	7	15	5	43	9	11	14	12	11	21	20	19	26	11	21	9	10	15	16	18	15	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	5	3	3	13	15	20	10	1	0	2	1	10	83	84	258	82	159	698	751	1171	1522	1455	1319	341	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	9	0	6	0	20	3	2	3	7	3	9	1	5	13	2	1	1	1	6	1	7	1	7	10	28	29	15	3	14	19	8	13	22	19	18	1	34	9	21	8	13	9	25	30	14	3	1	0	0	0	0	0	0	2	16	8	7	10	24	19	0	0	0	0	0	7	41	21	0	9	2	0	0	2	16	0	3	0	0	2	9	5	12	16	21	87	66	29	9	0	2	13	1	1	3	49	512	1450	1146	547	445	428	672	789	464	201	49	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	2	7	0	0	18	1	4	0	0	0	0	0	2	0	0	0	0	2	0	7	1	5	0	7	12	6	11	3	8	0	24	11	30	9	22	7	26	5	25	19	11	8	23	2	5	1	0	0	0	0	1	14	23	23	7	27	25	3	0	1	0	1	3	8	26	24	4	3	5	0	0	17	3	9	0	0	0	1	0	1	25	84	76	100	27	1	1	1	2	11	1	0	0	7	46	179	437	377	339	551	535	456	334	120	10	3	5	232	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
