NCOLS	140
NROWS	60
XLLCORNER	3
YLLCORNER	53
CELLSIZE	0.05
NODATA_VALUE	-9999.0
32	26	29	19	40	48	40	31	29	14	58	24	31	47	13	26	24	20	23	62	67	35	30	110	89	9	21	18	28	9	119	1000	1252	1858	259	0	238	1885	410	216	428	811	1398	912	396	12	1	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	44	15	26	51	46	50	38	48	47	29	56	31	20	43	15	36	37	33	60	39	33	77	52	20	3	22	15	13	17	92	580	700	1681	1143	0	0	75	577	627	366	80	78	167	450	544	480	101	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	48	64	76	33	46	88	37	26	37	61	36	29	46	46	16	36	57	39	65	10	32	32	94	70	3	0	4	12	3	12	215	719	519	1212	883	2	0	3	3	1	0	7	35	2	260	210	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	39	20	19	33	50	67	37	32	42	29	41	24	35	18	32	30	64	21	9	37	8	71	45	57	3	1	0	0	0	1	9	120	258	303	2238	457	32	57	36	8	0	29	140	16	35	350	373	868	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	12	12	35	2	25	29	1	1	17	32	16	65	11	13	37	70	20	54	29	12	1	20	29	2	1	2	1	3	1	0	0	9	116	267	795	1077	605	20	18	0	0	621	1908	844	683	385	214	401	258	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	5	65	50	4	14	9	2	1	22	24	15	17	11	43	20	68	28	37	35	8	4	1	11	13	2	12	0	2	0	0	0	0	21	233	549	564	743	2028	967	32	114	24	3978	1621	656	101	71	127	356	37	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	7	67	48	35	3	22	15	2	15	46	19	64	3	4	17	20	33	60	21	16	3	6	38	11	5	28	17	1	0	0	0	1	1	2	34	298	1113	1935	838	46	120	522	947	456	1950	1266	1102	869	364	247	91	77	0	0	0	0	0	1	2	2	1	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	104	37	7	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	25	49	24	22	23	32	18	28	8	14	17	20	11	26	15	25	40	17	21	19	19	5	4	6	1	0	0	0	3	0	0	0	0	1	1	127	413	892	1986	2279	1709	1346	477	620	39	39	21	11	9	73	248	533	1145	662	595	174	27	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	80	90	122	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	56	34	10	10	17	21	33	11	11	25	27	4	33	36	21	35	54	45	35	20	34	8	7	23	1	1	1	1	0	0	0	0	0	0	0	14	81	206	123	304	747	1191	2014	1887	1474	992	761	484	208	114	191	1041	909	1253	637	451	127	374	428	285	1265	1072	758	383	549	260	59	57	6	207	0	0	0	0	0	30	79	152	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	40	28	44	22	30	43	26	15	51	29	22	18	25	33	9	14	20	14	36	38	30	18	9	1	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	13	28	24	53	160	222	742	1360	1887	2266	1871	777	876	904	1504	1678	1379	1205	1176	992	854	2658	1301	260	363	142	184	210	972	915	226	154	40	49	318	1007	466	195	113	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	39	34	26	37	91	45	13	14	16	12	18	5	8	10	11	5	4	11	18	15	20	51	41	24	10	5	1	2	10	10	36	12	14	6	2	0	2	3	5	1	1	0	0	2	19	45	88	70	226	642	931	791	607	443	446	577	634	786	1426	1274	1283	1389	1554	1574	1274	1194	726	574	412	8	45	116	646	1509	738	80	111	7	11	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	0	0	0
40	32	27	28	27	7	6	6	8	21	4	0	4	2	6	2	37	5	2	2	7	5	10	4	8	5	12	15	9	27	14	12	13	62	35	4	3	14	3	4	1	2	0	0	0	0	1	58	121	27	7	18	6	31	59	40	40	60	84	115	232	218	189	258	543	951	1266	997	683	799	815	857	1085	665	323	43	34	21	94	54	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	8	0	16	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	33	75	0	0	0
37	6	2	5	8	3	9	9	11	4	3	3	0	4	5	26	55	14	8	30	17	13	12	7	37	6	0	0	1	6	8	16	24	34	67	24	14	14	18	14	5	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	23	132	142	67	25	22	14	51	237	706	1099	1709	1628	783	919	73	31	19	20	63	81	154	4	0	0	9	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	10	41	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	27	5	3	6	13	7	5	2	3	6	4	10	6	25	31	26	13	27	9	15	4	5	10	27	10	42	21	5	2	10	1	0	0	0	11	8	13	28	23	11	2	2	2	1	0	0	6	0	0	0	0	0	0	0	0	1	0	7	134	86	11	35	13	22	57	69	111	354	716	1256	1163	634	392	309	525	449	403	367	451	329	36	41	107	122	143	16	4	0	115	12	2	0	0	5	0	0	0	0	0	0	1	0	0	0	0	35	29	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	24	3	7	3	4	6	4	26	3	6	3	2	14	20	18	7	18	5	18	9	9	5	9	11	10	53	56	44	29	42	18	5	12	1	3	2	0	2	2	2	2	1	0	0	1	2	1	0	20	0	0	0	0	0	0	0	1	7	6	5	2	0	0	0	44	88	187	46	24	75	122	237	192	252	315	342	302	680	763	937	997	496	337	409	649	594	269	259	405	362	61	40	302	179	40	1	0	0	0	1	0	0	41	124	232	240	123	21	44	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
29	45	20	5	15	13	15	11	0	8	6	1	1	5	10	10	6	15	13	3	12	16	22	6	36	49	13	51	41	42	60	34	77	19	28	36	25	6	0	2	1	0	1	0	0	1	1	0	2	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	96	23	13	125	54	12	12	41	32	81	37	96	261	101	105	197	300	461	542	838	1038	971	789	842	874	551	118	55	19	1	0	0	0	0	0	80	231	202	240	42	132	192	146	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	43	56	35	76	6	1	1	5	10	21	11	7	5	0	2	14	1	14	3	2	0	7	23	7	21	11	15	35	14	8	55	41	35	52	26	32	7	9	4	0	0	3	1	1	1	9	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	9	9	2	12	6	3	5	10	20	11	14	33	85	136	170	220	141	155	268	675	398	261	135	22	8	3	1	0	49	491	131	289	561	466	292	28	38	16	0	0	0	0	20	38	33	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
21	74	85	70	14	7	6	8	1	16	25	20	27	2	25	5	4	31	1	0	0	0	1	5	2	1	17	14	9	16	27	55	49	38	33	67	33	18	30	26	35	13	18	3	14	29	1	17	0	15	11	10	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	6	1	0	1	8	7	5	8	11	22	33	36	48	61	79	79	69	37	40	42	30	29	170	177	169	130	128	225	48	63	0	1	0	0	2	98	47	15	32	6	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	26	8	10	10	2	2	0	3	4	9	6	4	3	5	0	0	1	2	1	2	2	0	1	1	2	29	2	14	15	11	14	27	37	47	82	55	29	21	55	58	39	30	15	15	23	17	26	3	12	24	7	4	9	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	5	7	1	4	3	2	3	2	3	0	0	2	30	65	67	112	181	159	126	92	110	279	389	35	4	0	0	0	70	46	372	54	23	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	1	1	1	0	23	6	1	0	1	5	5	2	10	0	7	2	15	9	0	0	0	0	1	2	1	19	13	9	9	5	31	32	16	130	28	84	34	44	27	29	23	50	60	14	22	25	25	20	25	37	39	32	4	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	1	0	5	3	5	13	17	25	18	8	4	8	2	10	84	84	259	82	159	698	751	1171	1522	1455	1319	341	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	0	0	0	2	1	11	0	6	0	20	5	21	3	11	3	11	1	5	13	2	1	1	2	7	1	14	3	7	11	41	37	26	35	33	31	31	27	38	35	38	52	49	29	38	10	18	20	39	48	33	50	10	5	0	0	0	0	0	2	16	10	8	10	24	19	0	0	0	0	0	7	42	21	0	9	2	0	0	2	16	0	4	1	7	11	13	17	16	21	27	91	77	67	41	26	16	18	6	6	4	49	512	1450	1146	547	445	428	672	789	464	201	49	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	2	7	0	1	18	1	4	2	0	1	3	2	4	13	2	5	0	3	2	9	9	6	0	13	14	13	21	27	15	28	32	19	87	33	41	14	49	9	26	34	32	55	107	39	19	5	2	1	1	0	1	14	24	25	8	27	25	3	0	1	0	1	3	8	26	24	4	3	5	0	0	17	4	10	0	0	6	1	3	12	29	105	82	128	70	37	23	20	15	25	11	8	4	7	46	179	437	377	339	551	535	456	334	120	10	3	5	232	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
