OBJECTID;COUNTRY;NAME;N_TURBINES;POWER_MW;STATUS;YEAR;COAST_DIST_M;AREA_SQKM;NOTES;Shape_Length;Shape_Area
251;Netherlands;Borssele Kavel I;47;376;Production;2020;27336,44704;64,85100009; ;0,405172288;0,008439471
252;Netherlands;HKN Kavel V;;;Approved;;18675,27752;126,419699; ;0,6408477;0,016808668
253;Germany;Gode Wind 3;23;242,75;Approved;;32009,54841;13,65976576; ;0,447566017;0,00187315
254;Germany;N-3.5;;420;Planned;;33834,94842;28,846153; ;0,343660603;0,003954558
255;Germany;N-3.6;;480;Planned;;37107,58099;33,16129888; ;0,276693057;0,004548281
256;Germany;N-3.7;;225;Planned;;33852,27109;17,32226809; ;0,209527997;0,002375807
257;Germany;N-3.8;;433;Planned;;37025,78383;23,23035465; ;0,436075008;0,003187882
258;Germany;N-6.6;;630;Planned;;83701,82577;43,67397783; ;0,456639638;0,0060218
259;Germany;N-6.7;;270;Planned;;94060,48045;15,841912; ;0,666858877;0,002189302
260;Germany;N-7.2;;930;Planned;;75915,233;58,3776123; ;0,914219157;0,008053506
261;Germany;N-9.1;;1000;Planned;;98842,03995;99,84541845; ;0,63661961;0,013823739
262;Germany;N-9.2;;1000;Planned;;108016,6048;104,2171164; ;0,531803892;0,014458309
263;Germany;N-9.3;;1000;Planned;;99692,90613;104,6798241; ;0,517259475;0,014492788
264;Germany;N-9.4;;1000;Planned;;112838,4963;98,79582038; ;0,504253891;0,013719175
265;Germany;N-10.1;;1000;Planned;;109485,1317;94,6700096; ;0,54285663;0,013159737
266;Germany;N-10.2;;1000;Planned;;119317,84;92,63326324; ;0,602469773;0,012899622
267;United Kingdom;Sheringham Shoal Extension;27;317;Planned;;15937,14486;92,52827644; ;0,620582964;0,012432032
268;United Kingdom;North Falls Wind Farm;;504;Approved;;22379,51742;150,0620858; ;1,203433989;0,019531609
269;United Kingdom;Scroby Sands Wind Farm;30;60;Production;2004;1857,623743;8,906037156; ;0,137572354;0,001182395
270;United Kingdom;Erebus;;96;Planned;;30230,62353;43,56347962; ;0,302815098;0,00563346
271;United Kingdom;Five Estuaries;;353;Planned;;37460,63131;148,6835087; ;0,989240802;0,019415029
272;United Kingdom;Hywind Scotland Pilot Park;5;30;Production;2017;22488,9894;15,40306078; ;0,208214362;0,002305877
273;United Kingdom;Dudgeon Extension;34;402;Planned;;26912,03918;103,525261; ;0,978659376;0,013945519
274;United Kingdom;Awel y Mor;;576;Planned;;10632,73928;106,2100374; ;0,824398886;0,014369285
275;United Kingdom; ;;2907;Approved;2022;61156,69749;856,1484313; ;1,7926977;0,125365657
276;United Kingdom; ;;2610;Approved;2022;79494,06908;858,4774493; ;2,022451171;0,125805704
277;United Kingdom; ;;1200;Approved;2022;115492,8702;279,3288723; ;1,170430248;0,041105488
278;United Kingdom; ;;2000;Approved;2022;93215,22855;859,8716218; ;1,774414208;0,128105494
279;United Kingdom; ;;798;Approved;2022;62863,16182;199,8300304; ;0,75067669;0,029861689
280;United Kingdom; ;;1008;Approved;2022;38410,92016;187,0845555; ;0,89178748;0,027625745
281;United Kingdom; ;;1008;Approved;2022;17230,85014;199,7368339; ;1,38314575;0,031073324
282;United Kingdom; ;;1000;Approved;2022;36900,43812;256,2571568; ;0,861862764;0,039473526
283;United Kingdom; ;;1000;Approved;2022;23311,17429;428,9513197; ;1,201315177;0,06548829
284;United Kingdom; ;;500;Approved;2022;47477,53654;134,0213002; ;0,618858372;0,020447472
285;United Kingdom; ;;3000;Approved;2022;75714,70351;683,9884852; ;1,375839974;0,104323326
286;United Kingdom; ;;960;Approved;2022;74920,31678;330,8382914; ;0,958332321;0,050810197
287;United Kingdom; ;;2000;Approved;2022;4746,595099;656,5691888; ;1,570481373;0,102300202
288;United Kingdom; ;;1500;Approved;2022;26071,16519;389,9299876; ;1,407979382;0,060663484
289;United Kingdom; ;;495;Approved;2022;25206,43212;103,0879222; ;0,554988172;0,016007226
290;United Kingdom; ;;840;Approved;2022;3564,138417;161,2999129; ;0,832381651;0,024771895
291;United Kingdom; ;;2000;Approved;2022;0;753,7460853; ;1,331892967;0,108540491
292;United Kingdom;W1;;;Planned;2020;0;753,7460852; ;1,331892967;0,108540491
293;United Kingdom;E1;;;Planned;2020;56455,63532;3743,866341; ;3,671120674;0,549038426
294;United Kingdom;E3;;;Planned;2020;18800,84997;474,3422833; ;1,288568613;0,070086317
295;United Kingdom;E2;;;Planned;2020;59706,16582;1291,42932; ;2,84204521;0,192594162
296;United Kingdom;NE6;;;Planned;2020;33343,91376;698,6333108; ;1,425758511;0,106249237
297;United Kingdom;NE7;;;Planned;2020;75714,70351;683,9884846; ;1,375839972;0,104323326
298;United Kingdom;NE4;;;Planned;2021;22289,75251;441,6788557; ;1,232912822;0,067437763
299;United Kingdom;N4;;;Planned;2020;2316,105288;200,1566761; ;0,882955285;0,030735176
300;United Kingdom;NE8;;;Planned;2020;74888,6927;338,5141892; ;0,973249855;0,051992503
301;United Kingdom;NE3;;;Planned;2020;36890,749;264,5070158; ;0,817893004;0,04074235
302;United Kingdom;NE2;;;Planned;2020;11200,92412;345,2042206; ;1,373264111;0,053698762
303;United Kingdom;N2;;;Planned;2020;25449,63932;561,3687315; ;1,711145151;0,087301678
304;United Kingdom;N3;;;Planned;2020;9457,333547;1106,353944; ;1,591722267;0,172263657
305;United Kingdom;N1;;;Planned;2020;3171,943583;1162,42677; ;1,817623334;0,181168869
306;United Kingdom;NE1;;;Planned;2021;22486,08807;751,092432; ;1,793373777;0,121891026
