sub_grp,median,mean,sd,min,max
1,41.33597392121994,44.29353998676394,12.592817787094033,11.456572055826198,96.83554521537783
2,44.896109846997646,44.93153848086322,10.283125939897474,27.14061269693432,63.39053728677305
3,52.3697708750142,54.51564668646204,15.098579547056138,27.91232373317848,111.57142350676918
4,3.845738658502041,13.822901977235906,18.237950929313804,0.9253936126421393,60.434210424596976
