sub_grp,median,mean,sd,min,max
1,9.714285714285714,441.0103653565824,1301.7532579607803,0,7685.194692307692
2,1216.663846153846,8958.992782836182,24327.320051992374,0,100528.7291320958
3,1.1538461538461537,32.6925856907798,92.12620195229557,0,645.994384615382
4,123049.95352976755,155935.26801648177,127749.51688347489,0,357240.73326949263
