sub_grp,median,mean,sd,min,max
1,1695.4179487179488,1695.6865675682343,482.9011448885551,48.63333333333333,3189.5923076923077
2,2212.948717948718,2208.3190097484216,740.1988084987273,689.6897435897436,3515.371794871795
3,1012.1055555555555,1051.5252791108674,471.84204493862825,260.2833333333333,2450.369230769231
4,2150.825,2183.9442111823364,737.6610585776062,911.71,3685.153846153846
